Title,Date,Category,Description,Url
Pháp trả cặp gấu trúc về Trung Quốc dưỡng già,2025-09-22 21:22:00,Thế giới,"Vườn thú Beauval, miền trung Pháp, sẽ trả gấu trúc Huan Huan và bạn đời Yuan Zi về Trung Quốc dưỡng già, sau khi một con được chẩn đoán suy thận.",https://vnexpress.net/phap-tra-cap-gau-truc-ve-trung-quoc-duong-gia-4942281.html
Sát thủ thầm lặng trong 'căn hộ ma ám' ở Ukraine hơn 40 năm trước,2025-09-23 00:00:00,Thế giới,"Một căn hộ ở Ukraine từng bị cho là ""có ma ám"" khi những người sống tại đây liên tục qua đời, nhưng nguyên nhân thực sự đến từ viên phóng xạ vùi trong tường.",https://vnexpress.net/sat-thu-tham-lang-trong-can-ho-ma-am-o-ukraine-hon-40-nam-truoc-4942054.html
Mỹ từ chối đề nghị đối thoại của Tổng thống Venezuela,2025-09-23 08:39:00,Thế giới,Nhà Trắng từ chối đề xuất của Tổng thống Venezuela về đối thoại với Tổng thống Trump nhằm giảm căng thẳng giữa hai nước.,https://vnexpress.net/my-tu-choi-de-nghi-doi-thoai-cua-tong-thong-venezuela-4942311.html
Ông Trump hé lộ về cuộc tái ngộ với Elon Musk,2025-09-23 09:03:00,Thế giới,"Ông Trump cho biết tỷ phú Elon Musk đã tới bắt chuyện trước, trong lần đầu hai người gặp mặt trực tiếp sau nhiều tháng.",https://vnexpress.net/ong-trump-he-lo-ve-cuoc-tai-ngo-voi-elon-musk-4942364.html
Bắn chết 4 người sau mâu thuẫn vì chó,2025-09-22 16:52:00,Thế giới,"Campuchia Nghi phạm nổ súng vào gia đình 7 người ở tỉnh Kampot do tranh cãi sau vụ chó ăn vụng, khiến 4 người chết.",https://vnexpress.net/ban-chet-4-nguoi-sau-mau-thuan-vi-cho-4942172.html
"Chủ tịch nước gặp bạn bè, nhân dân Mỹ yêu mến Việt Nam",2025-09-23 14:01:00,Thế giới,"Chủ tịch nước Lương Cường gặp bạn bè, nhân dân yêu chuộng hòa bình Mỹ tại New York, khẳng định Việt Nam luôn trân trọng tình cảm và sự giúp đỡ của họ.",https://vnexpress.net/chu-tich-nuoc-gap-ban-be-nhan-dan-my-yeu-men-viet-nam-4942543.html
Vị thế của Nhà nước Palestine khi được loạt nước phương Tây công nhận,2025-09-23 05:00:00,Thế giới,"Nhà nước Palestine cải thiện đáng kể vị thế trong nỗ lực trở thành quốc gia có chủ quyền thực sự, khi được các cường quốc phương Tây công nhận.",https://vnexpress.net/vi-the-cua-nha-nuoc-palestine-khi-duoc-loat-nuoc-phuong-tay-cong-nhan-4941850.html
Ba người chết ở Australia vì nhà mạng mất sóng,2025-09-22 18:45:00,Thế giới,"Nhà mạng Optus hứng chỉ trích sau sự cố mất sóng diện rộng, khiến hàng trăm người không thể gọi dịch vụ cấp cứu, dẫn đến ba trường hợp tử vong.",https://vnexpress.net/ba-nguoi-chet-o-australia-vi-nha-mang-mat-song-4942178.html
"Nga tập kích Ukraine, nghi nhắm vào trận địa Patriot gần Kiev",2025-09-22 15:35:00,Thế giới,"Kiev nói Moskva huy động hơn 140 UAV trong cuộc tập kích ban đêm, truyền thông Nga nhận định một trong các mục tiêu là trận địa phòng không Patriot.",https://vnexpress.net/nga-tap-kich-ukraine-nghi-nham-vao-tran-dia-patriot-gan-kiev-4942081.html
Pháp có thể đề xuất cử lực lượng quốc tế tiếp quản Dải Gaza,2025-09-22 15:27:00,Thế giới,"Pháp được cho là đang thúc đẩy sáng kiến lập lực lượng quốc tế đảm bảo an ninh cho Dải Gaza, giải giáp Hamas và hỗ trợ tổ chức bầu cử.",https://vnexpress.net/phap-co-the-de-xuat-cu-luc-luong-quoc-te-tiep-quan-dai-gaza-4942082.html
Người biểu tình bạo lực ở Philippines có thể bị truy tố tội phản loạn,2025-09-22 14:57:00,Thế giới,"Hàng trăm thanh niên bịt mặt gây bạo loạn ở Manila, được cho là thành viên băng đảng hiphop, đối mặt nguy cơ bị truy tố tội phản loạn.",https://vnexpress.net/nguoi-bieu-tinh-bao-luc-o-philippines-co-the-bi-truy-to-toi-phan-loan-4942077.html
Nga chỉ trích Estonia châm ngòi đối đầu,2025-09-22 18:23:00,Thế giới,"Nga bác cáo buộc cho rằng tiêm kích nước này đã xâm phạm không phận Estonia, chỉ trích Tallinn muốn châm ngòi đối đầu.",https://vnexpress.net/nga-chi-trich-estonia-cham-ngoi-doi-dau-4942233.html
'Biểu tượng sức mạnh' mà ông Trump muốn giành lại ở Afghanistan,2025-09-22 19:39:00,Thế giới,"Sân bay Bagram từng là ""biểu tượng sức mạnh"" của Mỹ ở Afghanistan trước chiến dịch rút quân thảm họa và hiện ông Trump muốn Taliban giao lại.",https://vnexpress.net/bieu-tuong-suc-manh-ma-ong-trump-muon-gianh-lai-o-afghanistan-4942128.html
Thái Lan điều 1.400 cảnh sát chống bạo động đến biên giới với Campuchia,2025-09-22 15:57:00,Thế giới,Cảnh sát Thái Lan điều lực lượng chống bạo động gồm 1.400 thành viên từ 5 tỉnh tới khu vực biên giới với Campuchia để ứng phó các cuộc biểu tình.,https://vnexpress.net/thai-lan-dieu-1-400-canh-sat-chong-bao-dong-den-bien-gioi-voi-campuchia-4942148.html
Sông Chicago lột xác sau gần trăm năm ô nhiễm,2025-09-22 14:18:00,Thế giới,"Mỹ Khoảng 300 người nhảy xuống bơi trong làn nước lạnh giá của sông Chicago, nơi từng là một trong những tuyến đường thủy ô nhiễm nhất thế giới gần 100 năm qua.",https://vnexpress.net/song-chicago-lot-xac-sau-gan-tram-nam-o-nhiem-4941847.html
"Drone Ukraine tập kích loạt trực thăng, radar Nga ở Crimea",2025-09-22 14:36:00,Thế giới,Ukraine đăng video drone bay qua biển để tấn công trực thăng Mi-8 và radar Nebo-U của Nga tại bán đảo Crimea.,https://vnexpress.net/drone-ukraine-tap-kich-loat-truc-thang-radar-nga-o-crimea-4941988.html
Philippines 'chuẩn bị cho kịch bản xấu nhất' khi siêu bão Ragasa áp sát,2025-09-22 11:46:00,Thế giới,"Philippines đóng cửa các trụ sở chính quyền và trường học tại nhiều khu vực trên cả nước để ứng phó siêu bão Ragasa, sẵn sàng cho kịch bản xấu nhất.",https://vnexpress.net/philippines-chuan-bi-cho-kich-ban-xau-nhat-khi-sieu-bao-ragasa-ap-sat-4941972.html
Hong Kong hủy hơn 700 chuyến bay vì siêu bão Ragasa,2025-09-22 15:10:00,Thế giới,Các hãng hàng không tại Hong Kong thông báo hủy hơn 700 chuyến bay vì siêu bão Ragasa dự kiến đổ bộ vào đặc khu.,https://vnexpress.net/hong-kong-huy-hon-700-chuyen-bay-vi-sieu-bao-ragasa-4942060.html
Bất ổn ở loạt nước láng giềng thử thách chiến lược ngoại giao của Ấn Độ,2025-09-22 11:41:00,Thế giới,"Bất ổn tại Nepal và loạt quốc gia láng giềng Nam Á đang gây khó cho chiến lược ""ngoại giao sân sau"" cũng như khát vọng cường quốc của Ấn Độ.",https://vnexpress.net/bat-on-o-loat-nuoc-lang-gieng-thu-thach-chien-luoc-ngoai-giao-cua-an-do-4941842.html
Người Hong Kong 'càn quét' siêu thị trước siêu bão Ragasa,2025-09-23 09:48:00,Thế giới,"Người Hong Kong đổ xô tới siêu thị để mua sắm, tích trữ nhu yếu phẩm, khi siêu bão Ragasa áp sát và được dự báo có sức tàn phá lớn.",https://vnexpress.net/nguoi-hong-kong-can-quet-sieu-thi-truoc-sieu-bao-ragasa-4942370.html
Serbia khoe tên lửa Trung Quốc trong duyệt binh lớn kỷ lục,2025-09-22 11:58:00,Thế giới,"Serbia, quốc gia ở châu Âu, tổ chức duyệt binh lớn nhất lịch sử, trình diễn nhiều loại vũ khí, trong đó tên lửa phòng không của Trung Quốc.",https://vnexpress.net/serbia-khoe-ten-lua-trung-quoc-trong-duyet-binh-lon-ky-luc-4941890.html
Anh cảnh báo Israel không trả đũa việc công nhận Nhà nước Palestine,2025-09-22 17:59:00,Thế giới,Ngoại trưởng Cooper cảnh báo Israel không sáp nhập một số khu vực Bờ Tây để trả đũa việc Anh công nhận Nhà nước Palestine.,https://vnexpress.net/anh-canh-bao-israel-khong-tra-dua-viec-cong-nhan-nha-nuoc-palestine-4942212.html
Vợ Charlie Kirk tha thứ cho kẻ ám sát chồng,2025-09-22 09:11:00,Thế giới,"Erika Kirk, vợ của nhà hoạt động Charlie Kirk, tuyên bố tha thứ cho Tyler Robinson, người bị bắt với cáo buộc nổ súng ám sát chồng cô.",https://vnexpress.net/vo-charlie-kirk-tha-thu-cho-ke-am-sat-chong-4941838.html
Israel phá tan giấc mộng 'Thụy Sĩ ở Trung Đông' của Qatar,2025-09-22 05:00:00,Thế giới,"Đòn tập kích của Israel vào Doha khiến Qatar không còn miễn nhiễm với xung đột, ảnh hưởng đến nỗ lực trở thành bên trung gian uy tín của quốc gia này.",https://vnexpress.net/israel-pha-tan-giac-mong-thuy-si-o-trung-dong-cua-qatar-4941322.html
Tổng thống Venezuela từng đề xuất đối thoại với Tổng thống Mỹ,2025-09-22 08:28:00,Thế giới,"Tổng thống Venezuela hồi đầu tháng gửi thư đề nghị Tổng thống Trump đối thoại, giữa lúc căng thẳng hai nước gia tăng.",https://vnexpress.net/tong-thong-venezuela-tung-de-xuat-doi-thoai-voi-tong-thong-my-4941826.html
"Israel phóng tên lửa vào Lebanon, 4 công dân Mỹ thiệt mạng",2025-09-22 09:27:00,Thế giới,"UAV Israel phóng hai tên lửa vào xe máy được cho là của thành viên Hezbollah ở miền nam Lebanon, khiến 5 người thiệt mạng, trong đó có 4 công dân Mỹ.",https://vnexpress.net/israel-phong-ten-lua-vao-lebanon-4-cong-dan-my-thiet-mang-4941859.html
Dàn vũ khí trên hộ vệ hạm Anh thăm Việt Nam,2025-09-23 11:35:00,Thế giới,Hộ vệ hạm HMS Richmond đang thăm Việt Nam được trang bị nhiều vũ khí hiện đại của Anh như tên lửa diệt hạm NSM và phòng không Sea Ceptor.,https://vnexpress.net/dan-vu-khi-tren-ho-ve-ham-anh-tham-viet-nam-4942287.html
Ông Kim Jong-un nêu điều kiện nối lại đối thoại với Mỹ,2025-09-22 06:51:00,Thế giới,Lãnh đạo Kim Jong-un tuyên bố sẵn sàng tiếp tục đối thoại với Mỹ nếu Washington ngừng yêu cầu Bình Nhưỡng từ bỏ vũ khí hạt nhân.,https://vnexpress.net/ong-kim-jong-un-neu-dieu-kien-noi-lai-doi-thoai-voi-my-4941821.html
Ông Netanyahu: Chiến thắng trước Hezbollah đã mở cửa hòa bình,2025-09-21 20:54:00,Thế giới,Thủ tướng Netanyahu tuyên bố chiến dịch chống lại Hezbollah năm ngoái đã tạo cơ hội cho hòa bình giữa Israel với Lebanon và Syria.,https://vnexpress.net/ong-netanyahu-chien-thang-truoc-hezbollah-da-mo-cua-hoa-binh-4941764.html
Bác sĩ 100 tuổi vẫn hành nghề ở Nhật,2025-09-22 11:59:00,Thế giới,"Dù đã 100 tuổi, có gần 80 năm thâm niên, bác sĩ Kasamatsu ở tỉnh Wakayama tiếp tục khám bệnh, hỗ trợ sức khỏe cho người dân địa phương.",https://vnexpress.net/bac-si-100-tuoi-van-hanh-nghe-o-nhat-4942008.html
Ông Trump: Venezuela sẽ trả giá nếu không tiếp nhận người di cư,2025-09-21 16:39:00,Thế giới,"Tổng thống Trump cảnh báo Venezuela sẽ hứng chịu hậu quả ""không thể đong đếm"" nếu từ chối tiếp nhận người nhập cư trái phép bị Mỹ bắt giữ.",https://vnexpress.net/ong-trump-venezuela-se-tra-gia-neu-khong-tiep-nhan-nguoi-di-cu-4941690.html
Hàng nghìn người Philippines biểu tình vì bê bối dự án chống lũ,2025-09-21 13:53:00,Thế giới,Khoảng 13.000 người xuống đường ở Manila để bày tỏ bất bình trước bê bối tham nhũng liên quan tới các dự án chống lũ của Philippines.,https://vnexpress.net/hang-nghin-nguoi-philippines-bieu-tinh-vi-be-boi-du-an-chong-lu-4941636.html
Philippines sơ tán dân trước siêu bão Ragasa,2025-09-21 17:54:00,Thế giới,"Philippines ra lệnh sơ tán cư dân ở khu vực có nguy cơ lũ lụt và lở đất, cũng như chuẩn bị phương án ứng phó siêu bão Ragasa.",https://vnexpress.net/philippines-so-tan-dan-truoc-sieu-bao-ragasa-4941722.html
Chủ tịch nước Lương Cường lên đường công tác ở Mỹ,2025-09-21 09:25:00,Thế giới,"Chủ tịch nước Lương Cường cùng phu nhân rời Hà Nội sáng nay, lên đường dự khóa họp Đại hội đồng LHQ, kết hợp hoạt động song phương ở Mỹ.",https://vnexpress.net/chu-tich-nuoc-luong-cuong-len-duong-cong-tac-o-my-4941615.html
Ông Zelensky sắp gặp ông Trump nhằm thúc đẩy trừng phạt Nga,2025-09-21 07:36:00,Thế giới,Tổng thống Ukraine cho biết sẽ gặp người đồng cấp Mỹ bên lề phiên họp Đại hội đồng Liên Hợp Quốc để thảo luận về xung đột với Nga.,https://vnexpress.net/ong-zelensky-sap-gap-ong-trump-nham-thuc-day-trung-phat-nga-4941592.html
Chủ tịch nước Lương Cường bắt đầu các hoạt động song phương ở Mỹ,2025-09-21 23:08:00,Thế giới,"Chủ tịch nước Lương Cường và phu nhân đến thành phố Seattle ở bang Washington, tiến hành các hoạt động song phương trong chuyến công tác ở Mỹ.",https://vnexpress.net/chu-tich-nuoc-luong-cuong-bat-dau-cac-hoat-dong-song-phuong-o-my-4941798.html
Kinh nghiệm chiến sự giúp Ukraine trở thành 'thầy dạy' NATO,2025-09-21 05:00:00,Thế giới,"Kinh nghiệm tích lũy sau thời gian dài đối phó tên lửa, UAV Nga khiến Ukraine từ chỗ phụ thuộc vào NATO trở thành ""thầy giáo"" của khối.",https://vnexpress.net/kinh-nghiem-chien-su-giup-ukraine-tro-thanh-thay-day-nato-4941428.html
Ông Trump cảnh báo hậu quả nếu Taliban không giao căn cứ Bagram,2025-09-21 06:52:00,Thế giới,"Tổng thống Trump cảnh báo ""những điều tồi tệ sẽ xảy ra"" nếu Afghanistan không giao lại quyền kiểm soát căn cứ không quân Bagram cho Mỹ.",https://vnexpress.net/ong-trump-canh-bao-hau-qua-neu-taliban-khong-giao-can-cu-bagram-4941591.html
Người biểu tình đụng độ cảnh sát ở Philippines,2025-09-22 11:32:00,Thế giới,"Biểu tình tại Manila leo thang thành bạo lực khi những người đeo mặt nạ đụng độ cảnh sát chống bạo động, khiến hơn 100 người bị thương.",https://vnexpress.net/nguoi-bieu-tinh-dung-do-canh-sat-o-philippines-4941985.html
Cộng hòa Dominica 'tìm thấy ma túy' từ xuồng cao tốc bị Mỹ bắn nổ,2025-09-22 07:46:00,Thế giới,Giới chức Cộng hòa Dominica tuyên bố đã vớt được gần 400 túi ma túy từ xuồng cao tốc bị lực lượng Mỹ tập kích trên biển Caribe.,https://vnexpress.net/cong-hoa-dominica-tim-thay-ma-tuy-tu-xuong-cao-toc-bi-my-ban-no-4941829.html
Nơi ở của thần thú bảo vệ Tử Cấm Thành,2025-09-21 08:00:00,Thế giới,"Trung Quốc 4 giác lâu ở 4 góc cung điện Tử Cấm Thành, là nơi ở của Thanh Long, thần thú đại diện cho chòm sao Giác bảo hộ thiên tử.",https://vnexpress.net/noi-o-cua-than-thu-bao-ve-tu-cam-thanh-4938323.html
Bất đồng của tình báo phương Tây về vụ UAV xâm nhập Ba Lan,2025-09-21 01:00:00,Thế giới,"Hơn một tuần sau vụ UAV bay vào Ba Lan, tình báo phương Tây chưa thể xác định đây là hành động cố ý hay sự cố ngoài ý muốn.",https://vnexpress.net/bat-dong-cua-tinh-bao-phuong-tay-ve-vu-uav-xam-nhap-ba-lan-4941236.html
Thái Lan ra tối hậu thư với người Campuchia ở vùng tranh chấp,2025-09-20 19:47:00,Thế giới,"Chính quyền tỉnh Sa Kaeo, Thái Lan, yêu cầu người Campuchia ở khu vực tranh chấp rời đi trước 10/10, cảnh báo sẽ có hành động pháp lý nghiêm khắc với những người không chấp hành.",https://vnexpress.net/thai-lan-ra-toi-hau-thu-voi-nguoi-campuchia-o-vung-tranh-chap-4941520.html
Bất đồng giữa Thủ tướng Israel và tướng lĩnh quân đội,2025-09-20 19:00:00,Thế giới,"Khi Israel tăng cường cuộc chiến chống Hamas, rạn nứt giữa chính phủ và quân đội trở nên sâu sắc hơn, khi ông Netanyahu bất đồng quan điểm với các tướng trong nhiều vấn đề.",https://vnexpress.net/bat-dong-giua-thu-tuong-israel-va-tuong-linh-quan-doi-4940901.html
Ukraine ra mắt tàu lặn mang được 5 tấn thuốc nổ,2025-09-20 16:54:00,Thế giới,"Ukraine trình làng mẫu tàu lặn không người lái mới có khả năng mang tới 5 tấn thuốc nổ, đủ sức phá hủy các công trình lớn.",https://vnexpress.net/ukraine-ra-mat-tau-lan-mang-duoc-5-tan-thuoc-no-4941495.html
"Canada, Anh và Australia công nhận Nhà nước Palestine",2025-09-21 21:19:00,Thế giới,"Canada, Anh và Australia tuyên bố công nhận Nhà nước Palestine để thúc đẩy hòa bình, bày tỏ ủng hộ giải pháp hai nhà nước.",https://vnexpress.net/canada-anh-va-australia-cong-nhan-nha-nuoc-palestine-4941779.html
Tấn công mạng vào loạt sân bay lớn của châu Âu,2025-09-20 18:30:00,Thế giới,Một cuộc tấn công mạng nhằm vào hệ thống check-in và làm thủ tục lên máy bay gây trễ chuyến tại loạt sân bay lớn của châu Âu.,https://vnexpress.net/tan-cong-mang-vao-loat-san-bay-lon-cua-chau-au-4941516.html
"Trụ trì Nhật ngày gõ mõ, tối tập boxing",2025-09-20 20:00:00,Thế giới,"Ban ngày, ông Chiyuki Yanaru là trụ trì ngôi chùa hàng trăm tuổi ở Buzen, tỉnh Fukuoka, nhưng khi đêm xuống, ông thường tới phòng tập đấm bốc gần đó.",https://vnexpress.net/tru-tri-nhat-ngay-go-mo-toi-tap-boxing-4941205.html
Ông Trump và Elon Musk lần đầu trò chuyện công khai sau xung đột,2025-09-22 07:17:00,Thế giới,"Tổng thống Trump và Elon Musk xuất hiện cạnh nhau, trò chuyện công khai lần đầu tiên kể từ sau những cuộc tranh cãi dữ dội cách đây vài tháng.",https://vnexpress.net/ong-trump-va-elon-musk-lan-dau-tro-chuyen-cong-khai-sau-xung-dot-4941822.html
"Nga phóng hơn 600 UAV, tên lửa tập kích Ukraine trong đêm",2025-09-20 16:27:00,Thế giới,"Nga phóng hơn 600 tên lửa và UAV vào Ukraine trong đêm, khiến nước này phải ban bố báo động không kích trên toàn quốc.",https://vnexpress.net/nga-phong-hon-600-uav-ten-lua-tap-kich-ukraine-trong-dem-4941490.html
'Chiến binh' của ông Trump trong cuộc đấu với truyền thông Mỹ,2025-09-21 00:00:00,Thế giới,"Brendan Carr từng được Tổng thống Trump mô tả là ""chiến binh tự do ngôn luận"" khi đề cử ông làm chủ tịch Ủy ban Truyền thông Liên bang Mỹ.",https://vnexpress.net/chien-binh-cua-ong-trump-trong-cuoc-dau-voi-truyen-thong-my-4941161.html
Hội đồng Bảo an họp khẩn vì 'tiêm kích Nga xâm phạm không phận Estonia',2025-09-22 09:42:00,Thế giới,Hội đồng Bảo an sẽ họp khẩn theo đề nghị của Estonia để thảo luận về vụ tiêm kích MiG-31 Nga bay qua không phận nước này.,https://vnexpress.net/hoi-dong-bao-an-hop-khan-vi-tiem-kich-nga-xam-pham-khong-phan-estonia-4941895.html
"Mỹ tiếp tục bắn nổ 'xuồng chở ma túy', khiến 3 người chết",2025-09-20 09:29:00,Thế giới,"Tổng thống Trump cho biết quân đội Mỹ tiếp tục tập kích một ""xuồng chở ma túy"" ở vùng biển quốc tế, khiến ba người trên phương tiện thiệt mạng.",https://vnexpress.net/my-tiep-tuc-ban-no-xuong-cho-ma-tuy-khien-3-nguoi-chet-4941333.html
Hamas đăng 'ảnh vĩnh biệt' các con tin Israel ở Gaza,2025-09-20 21:54:00,Thế giới,"Hamas đăng chân dung các con tin mà nhóm đang giữ, cảnh báo đây là hình ảnh cuối cùng của họ nếu Israel tiếp tục chiến dịch tấn công Gaza City.",https://vnexpress.net/hamas-dang-anh-vinh-biet-cac-con-tin-israel-o-gaza-4941549.html
"Tổ hợp S-300 Ukraine lộ trận địa, bị tên lửa Iskander tập kích",2025-09-21 11:19:00,Thế giới,"UAV Nga phát hiện trận địa S-300 Ukraine tại tỉnh Chernihiv, chỉ điểm cho tên lửa Iskander-M mang đầu đạn chùm tập kích mục tiêu.",https://vnexpress.net/to-hop-s-300-ukraine-lo-tran-dia-bi-ten-lua-iskander-tap-kich-4941596.html
Ông Trump lập chương trình 'thẻ vàng định cư' một triệu USD,2025-09-20 07:15:00,Thế giới,"Tổng thống Trump ký sắc lệnh thiết lập chương trình ""thẻ vàng"" cho phép cá nhân nước ngoài có thể định cư ở Mỹ với mức phí một triệu USD.",https://vnexpress.net/ong-trump-lap-chuong-trinh-the-vang-dinh-cu-mot-trieu-usd-4941313.html
Đại học Harvard tiếp tục bị áp đặt hạn chế mới,2025-09-20 07:35:00,Thế giới,"Chính quyền Trump áp đặt hạn chế mới đối với khả năng tiếp cận các quỹ liên bang của Đại học Harvard, gia tăng sức ép lên ngôi trường.",https://vnexpress.net/dai-hoc-harvard-tiep-tuc-bi-ap-dat-han-che-moi-4941318.html
Chuyện tình của cô dâu nhiều tuổi hơn cả mẹ chồng,2025-09-20 14:13:00,Thế giới,"Azarashi, 63 tuổi, tình cờ gặp gỡ, kết hôn sống hạnh phúc với chàng trai 31 tuổi, dù bà lớn tuổi hơn cả mẹ chồng.",https://vnexpress.net/chuyen-tinh-cua-co-dau-nhieu-tuoi-hon-ca-me-chong-4941412.html
Thái Lan lắp hàng rào điện tử ở biên giới với Campuchia,2025-09-20 14:56:00,Thế giới,Thái Lan bắt đầu triển khai hệ thống hàng rào điện tử bằng việc lắp camera giám sát tại khu vực biên giới với Campuchia nhằm tăng cường an ninh.,https://vnexpress.net/thai-lan-lap-hang-rao-dien-tu-o-bien-gioi-voi-campuchia-4941466.html
"Cựu đệ nhất phu nhân Hàn Quốc ngồi xe lăn, đeo vòng giám sát",2025-09-20 09:48:00,Thế giới,"Cựu đệ nhất phu nhân Hàn Quốc lần đầu xuất hiện từ khi bị bắt, phải ngồi xe lăn và bị đeo vòng giám sát khi đến bệnh viện.",https://vnexpress.net/cuu-de-nhat-phu-nhan-han-quoc-ngoi-xe-lan-deo-vong-giam-sat-4941345.html
Thẩm phán Mỹ bác đơn kiện của ông Trump nhằm vào New York Times,2025-09-20 06:47:00,Thế giới,"Thẩm phán Mỹ cho rằng đơn kiện của ông Trump nhằm vào New York Times dùng ngôn từ quá hoa mỹ, yêu cầu nộp lại đơn ""chuyên nghiệp hơn"".",https://vnexpress.net/tham-phan-my-bac-don-kien-cua-ong-trump-nham-vao-new-york-times-4941315.html
Taliban bác khả năng Mỹ tái kiểm soát căn cứ không quân Afghanistan,2025-09-20 11:21:00,Thế giới,"Chính quyền Taliban bác bỏ khả năng cho phép Mỹ trở lại kiểm soát căn cứ Bagram, nhưng sẵn sàng đối thoại về hợp tác song phương.",https://vnexpress.net/taliban-bac-kha-nang-my-tai-kiem-soat-can-cu-khong-quan-afghanistan-4941390.html
Ukraine muốn xuất khẩu vũ khí để thêm nguồn thu,2025-09-20 08:42:00,Thế giới,Tổng thống Zelensky tuyên bố Ukraine dự định xuất khẩu một số loại vũ khí để có nguồn thu cho sản xuất quốc phòng trong nước.,https://vnexpress.net/ukraine-muon-xuat-khau-vu-khi-de-them-nguon-thu-4941321.html
California có tỷ lệ nghèo cao nhất Mỹ,2025-09-20 03:00:00,Thế giới,"California, cùng với bang Louisiana, có tỷ lệ nghèo cao nhất Mỹ và hầu như không cải thiện, dù là bang có nhiều tỷ phú nhất quốc gia.",https://vnexpress.net/california-co-ty-le-ngheo-cao-nhat-my-4940931.html
Hong Kong sơ tán 6.000 dân vì phát hiện bom từ Thế chiến II,2025-09-20 10:09:00,Thế giới,"Cảnh sát Hong Kong sơ tán khẩn cấp khoảng 6.000 dân tại khu Quarry Bay, sau khi phát hiện bom sót lại từ Thế chiến II tại một công trường.",https://vnexpress.net/hong-kong-so-tan-6-000-dan-vi-phat-hien-bom-tu-the-chien-ii-4941369.html
Lo ngại 'đổ dầu vào lửa' khiến đài Mỹ cắt sóng Jimmy Kimmel,2025-09-20 00:00:00,Thế giới,"Jimmy Kimmel muốn lên sóng đáp trả tranh cãi về vụ ám sát Charlie Kirk, nhưng đài chủ quản lo ngại tình hình chỉ tệ hơn nên quyết định cắt sóng chương trình của ông.",https://vnexpress.net/lo-ngai-do-dau-vao-lua-khien-dai-my-cat-song-jimmy-kimmel-4940910.html
Estonia tố ba tiêm kích Nga xâm phạm không phận trong 12 phút,2025-09-19 23:37:00,Thế giới,"Chính phủ Estonia cáo buộc ba tiêm kích MiG-31 Nga xâm phạm không phận nước này 12 phút, gọi đây là hành động ""trắng trợn chưa từng có"".",https://vnexpress.net/estonia-to-ba-tiem-kich-nga-xam-pham-khong-phan-trong-12-phut-4941295.html
Israel liên tiếp vượt lằn ranh đỏ trong cuộc chiến với Hamas,2025-09-20 05:00:00,Thế giới,"Bất chấp phản ứng quốc tế và trong nước, Israel dưới thời Thủ tướng Netanyahu sẵn sàng vượt qua mọi lằn ranh đỏ để theo đuổi mục tiêu trong cuộc chiến với Hamas.",https://vnexpress.net/israel-lien-tiep-vuot-lan-ranh-do-trong-cuoc-chien-voi-hamas-4940465.html
"Ông Trump điện đàm với ông Tập, thông báo sẽ tới Trung Quốc đầu năm 2026",2025-09-19 22:54:00,Thế giới,Tổng thống Trump cho biết đã nói với Chủ tịch Tập trong cuộc điện đàm vừa diễn ra rằng ông có kế hoạch tới Trung Quốc vào đầu năm 2026.,https://vnexpress.net/ong-trump-dien-dam-voi-ong-tap-thong-bao-se-toi-trung-quoc-dau-nam-2026-4941298.html
Nỗ lực chế tạo UAV giúp Nga xóa bỏ ưu thế của Ukraine,2025-09-20 01:00:00,Thế giới,"Nga dồn nguồn lực nhằm tăng sản lượng UAV, cho phép huy động tới hàng trăm chiếc trong mỗi trận tập kích, khiến phòng không Ukraine chật vật đối phó.",https://vnexpress.net/no-luc-che-tao-uav-giup-nga-xoa-bo-uu-the-cua-ukraine-4939800.html
Quân đội Thái Lan quyết định đóng cửa biên giới với Campuchia,2025-09-19 22:25:00,Thế giới,"Các tư lệnh quân đội Thái Lan bỏ phiếu nhất trí đóng cửa vô thời hạn biên giới với Campuchia đến khi quốc gia láng giềng ""không còn là mối đe dọa"".",https://vnexpress.net/quan-doi-thai-lan-quyet-dinh-dong-cua-bien-gioi-voi-campuchia-4941291.html
Israel cảnh báo tung 'sức mạnh chưa từng có' ở Gaza City,2025-09-19 21:37:00,Thế giới,"Quân đội Israel tuyên bố sẽ thực hiện chiến dịch tại Gaza City với ""sức mạnh chưa từng có"", yêu cầu người dân nhanh chóng sơ tán.",https://vnexpress.net/israel-canh-bao-tung-suc-manh-chua-tung-co-o-gaza-city-4941281.html
Estonia kích hoạt điều khoản tham vấn NATO sau vụ 'tiêm kích Nga xâm phạm',2025-09-20 10:51:00,Thế giới,"Estonia đề nghị tham vấn NATO theo Điều 4 Hiến chương liên minh, sau vụ 3 tiêm kích MiG-31 Nga bị tố xâm phạm không phận nước này.",https://vnexpress.net/estonia-kich-hoat-dieu-khoan-tham-van-nato-sau-vu-tiem-kich-nga-xam-pham-4941335.html
Ông Putin: 700.000 quân nhân Nga đang tham chiến ở Ukraine,2025-09-19 16:04:00,Thế giới,"Tổng thống Putin cho biết gần một nửa trong số 1,5 triệu quân nhân tại ngũ của Nga đang được triển khai ở tiền tuyến trong xung đột với Ukraine.",https://vnexpress.net/ong-putin-700-000-quan-nhan-nga-dang-tham-chien-o-ukraine-4941179.html
